Time (Sec);S1;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S23;S27;S28;S3;S4;S5;S6;S7;S8;S9;
2.0066666666666677;19160.0;19159.9999;19159.985931999996;19159.996467999998;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.989363999997;19159.989135199998;19159.9999;19159.9999;19159.986176799997;19159.990066399998;19159.996696799997;19159.9898376;19159.9999;19159.996696799997;19159.9999;
2.106666666666666;19160.0;19159.989492799996;19159.985831999995;19159.989263999996;19159.989263999996;19159.996367999996;19159.999799999998;19159.996367999996;19159.999799999998;19159.999799999998;19159.989263999996;19159.989035199997;19159.989492799996;19159.996367999996;19159.986076799996;19159.989966399997;19159.989966399997;19159.989737599997;19159.999799999998;19159.989966399997;19159.999799999998;
2.206666666666664;19160.0;19159.989492799996;19159.985831999995;19159.989263999996;19159.989263999996;19159.996367999996;19159.999799999998;19159.996367999996;19159.999799999998;19159.999799999998;19159.989263999996;19159.989035199997;19159.989492799996;19159.996367999996;19159.986076799996;19159.989966399997;19159.989966399997;19159.989737599997;19159.999799999998;19159.989966399997;19159.999799999998;
2.3066666666666618;19160.0;19159.989492799996;19159.985831999995;19159.989263999996;19159.989263999996;19159.996367999996;19159.999799999998;19159.996367999996;19159.999799999998;19159.999799999998;19159.989263999996;19159.989035199997;19159.989492799996;19159.996367999996;19159.986076799996;19159.989966399997;19159.989966399997;19159.989737599997;19159.999799999998;19159.989966399997;19159.999799999998;
2.4066666666666596;19160.0;19159.989492799996;19159.985831999995;19159.989263999996;19159.989263999996;19159.996367999996;19159.999799999998;19159.996367999996;19159.999799999998;19159.999799999998;19159.989263999996;19159.989035199997;19159.989492799996;19159.996367999996;19159.986076799996;19159.989966399997;19159.989966399997;19159.989737599997;19159.999799999998;19159.989966399997;19159.999799999998;
2.5066666666666575;19160.0;19159.989492799996;19159.985831999995;19159.989263999996;19159.989263999996;19159.996367999996;19159.999799999998;19159.996367999996;19159.999799999998;19159.999799999998;19159.989263999996;19159.989035199997;19159.989492799996;19159.996367999996;19159.986076799996;19159.989966399997;19159.989966399997;19159.989737599997;19159.999799999998;19159.989966399997;19159.999799999998;
2.6066666666666554;19160.0;19159.989492799996;19159.985831999995;19159.989263999996;19159.989263999996;19159.996367999996;19159.999799999998;19159.996367999996;19159.999799999998;19159.999799999998;19159.989263999996;19159.989035199997;19159.989492799996;19159.996367999996;19159.986076799996;19159.989966399997;19159.989966399997;19159.989737599997;19159.999799999998;19159.989966399997;19159.999799999998;
2.7066666666666532;19160.0;19159.989492799996;19159.985831999995;19159.989263999996;19159.989263999996;19159.996367999996;19159.999799999998;19159.996367999996;19159.999799999998;19159.999799999998;19159.989263999996;19159.989035199997;19159.989492799996;19159.996367999996;19159.986076799996;19159.989966399997;19159.989966399997;19159.989737599997;19159.999799999998;19159.989966399997;19159.999799999998;
2.806666666666651;19160.0;19159.989492799996;19159.985831999995;19159.989263999996;19159.989263999996;19159.996367999996;19159.999799999998;19159.996367999996;19159.999799999998;19159.999799999998;19159.989263999996;19159.989035199997;19159.989492799996;19159.996367999996;19159.986076799996;19159.989966399997;19159.989966399997;19159.989737599997;19159.999799999998;19159.989966399997;19159.999799999998;
2.906666666666649;19160.0;19159.989492799996;19159.985831999995;19159.989263999996;19159.989263999996;19159.996367999996;19159.999799999998;19159.996367999996;19159.999799999998;19159.999799999998;19159.989263999996;19159.989035199997;19159.989492799996;19159.996367999996;19159.986076799996;19159.989966399997;19159.989966399997;19159.989737599997;19159.999799999998;19159.989966399997;19159.999799999998;
3.006666666666647;19160.0;19159.989492799996;19159.985831999995;19159.989263999996;19159.989263999996;19159.996367999996;19159.999799999998;19159.996367999996;19159.999799999998;19159.999799999998;19159.989263999996;19159.989035199997;19159.989492799996;19159.996367999996;19159.986076799996;19159.989966399997;19159.989966399997;19159.989737599997;19159.999799999998;19159.989966399997;19159.999799999998;
3.1066666666666456;19160.0;19159.989392799995;19159.985731999994;19159.989163999995;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.988935199995;19159.989392799995;19159.989163999995;19159.985976799995;19159.989866399996;19159.989866399996;19159.989637599996;19159.989637599996;19159.989866399996;19159.996496799995;
3.2066666666666435;19160.0;19159.989392799995;19159.985731999994;19159.989163999995;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.988935199995;19159.989392799995;19159.989163999995;19159.985976799995;19159.989866399996;19159.989866399996;19159.989637599996;19159.989637599996;19159.989866399996;19159.996496799995;
3.3066666666666413;19160.0;19159.989392799995;19159.985731999994;19159.989163999995;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.988935199995;19159.989392799995;19159.989163999995;19159.985976799995;19159.989866399996;19159.989866399996;19159.989637599996;19159.989637599996;19159.989866399996;19159.996496799995;
3.406666666666639;19160.0;19159.989392799995;19159.985731999994;19159.989163999995;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.988935199995;19159.989392799995;19159.989163999995;19159.985976799995;19159.989866399996;19159.989866399996;19159.989637599996;19159.989637599996;19159.989866399996;19159.996496799995;
3.506666666666637;19160.0;19159.989392799995;19159.985731999994;19159.989163999995;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.988935199995;19159.989392799995;19159.989163999995;19159.985976799995;19159.989866399996;19159.989866399996;19159.989637599996;19159.989637599996;19159.989866399996;19159.996496799995;
3.606666666666635;19160.0;19159.989392799995;19159.985731999994;19159.989163999995;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.988935199995;19159.989392799995;19159.989163999995;19159.985976799995;19159.989866399996;19159.989866399996;19159.989637599996;19159.989637599996;19159.989866399996;19159.996496799995;
3.706666666666633;19160.0;19159.989392799995;19159.985731999994;19159.989163999995;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.988935199995;19159.989392799995;19159.989163999995;19159.985976799995;19159.989866399996;19159.989866399996;19159.989637599996;19159.989637599996;19159.989866399996;19159.996496799995;
3.8066666666666307;19160.0;19159.989392799995;19159.985731999994;19159.989163999995;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.988935199995;19159.989392799995;19159.989163999995;19159.985976799995;19159.989866399996;19159.989866399996;19159.989637599996;19159.989637599996;19159.989866399996;19159.996496799995;
3.9066666666666285;19160.0;19159.989392799995;19159.985731999994;19159.989163999995;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.988935199995;19159.989392799995;19159.989163999995;19159.985976799995;19159.989866399996;19159.989866399996;19159.989637599996;19159.989637599996;19159.989866399996;19159.996496799995;
4.006666666666627;19160.0;19159.989392799995;19159.985731999994;19159.989163999995;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.989163999995;19159.999699999997;19159.989163999995;19159.988935199995;19159.989392799995;19159.989163999995;19159.985976799995;19159.989866399996;19159.989866399996;19159.989637599996;19159.989637599996;19159.989866399996;19159.996496799995;
4.106666666666627;19160.0;19159.989292799994;19159.985631999993;19159.989063999994;19159.989063999994;19159.989063999994;19159.989292799994;19159.989063999994;19159.989063999994;19159.996167999994;19159.989063999994;19159.988835199994;19159.989292799994;19159.989063999994;19159.985876799994;19159.989766399995;19159.989766399995;19159.989537599995;19159.989537599995;19159.989766399995;19159.989766399995;
4.206666666666625;19160.0;19159.989292799994;19159.985631999993;19159.989063999994;19159.989063999994;19159.989063999994;19159.989292799994;19159.989063999994;19159.989063999994;19159.996167999994;19159.989063999994;19159.988835199994;19159.989292799994;19159.989063999994;19159.985876799994;19159.989766399995;19159.989766399995;19159.989537599995;19159.989537599995;19159.989766399995;19159.989766399995;
4.306666666666623;19160.0;19159.989292799994;19159.985631999993;19159.989063999994;19159.989063999994;19159.989063999994;19159.989292799994;19159.989063999994;19159.989063999994;19159.996167999994;19159.989063999994;19159.988835199994;19159.989292799994;19159.989063999994;19159.985876799994;19159.989766399995;19159.989766399995;19159.989537599995;19159.989537599995;19159.989766399995;19159.989766399995;
4.406666666666621;19160.0;19159.989292799994;19159.985631999993;19159.989063999994;19159.989063999994;19159.989063999994;19159.989292799994;19159.989063999994;19159.989063999994;19159.996167999994;19159.989063999994;19159.988835199994;19159.989292799994;19159.989063999994;19159.985876799994;19159.989766399995;19159.989766399995;19159.989537599995;19159.989537599995;19159.989766399995;19159.989766399995;
4.506666666666619;19160.0;19159.989292799994;19159.985631999993;19159.989063999994;19159.989063999994;19159.989063999994;19159.989292799994;19159.989063999994;19159.989063999994;19159.996167999994;19159.989063999994;19159.988835199994;19159.989292799994;19159.989063999994;19159.985876799994;19159.989766399995;19159.989766399995;19159.989537599995;19159.989537599995;19159.989766399995;19159.989766399995;
4.606666666666617;19160.0;19159.989292799994;19159.985631999993;19159.989063999994;19159.989063999994;19159.989063999994;19159.989292799994;19159.989063999994;19159.989063999994;19159.996167999994;19159.989063999994;19159.988835199994;19159.989292799994;19159.989063999994;19159.985876799994;19159.989766399995;19159.989766399995;19159.989537599995;19159.989537599995;19159.989766399995;19159.989766399995;
4.706666666666615;19160.0;19159.989292799994;19159.985631999993;19159.989063999994;19159.989063999994;19159.989063999994;19159.989292799994;19159.989063999994;19159.989063999994;19159.996167999994;19159.989063999994;19159.988835199994;19159.989292799994;19159.989063999994;19159.985876799994;19159.989766399995;19159.989766399995;19159.989537599995;19159.989537599995;19159.989766399995;19159.989766399995;
4.8066666666666125;19160.0;19159.989292799994;19159.985631999993;19159.989063999994;19159.989063999994;19159.989063999994;19159.989292799994;19159.989063999994;19159.989063999994;19159.996167999994;19159.989063999994;19159.988835199994;19159.989292799994;19159.989063999994;19159.985876799994;19159.989766399995;19159.989766399995;19159.989537599995;19159.989537599995;19159.989766399995;19159.989766399995;
4.90666666666661;19160.0;19159.989292799994;19159.985631999993;19159.989063999994;19159.989063999994;19159.989063999994;19159.989292799994;19159.989063999994;19159.989063999994;19159.996167999994;19159.989063999994;19159.988835199994;19159.989292799994;19159.989063999994;19159.985876799994;19159.989766399995;19159.989766399995;19159.989537599995;19159.989537599995;19159.989766399995;19159.989766399995;
5.006666666666608;19160.0;19159.989292799994;19159.985631999993;19159.989063999994;19159.989063999994;19159.989063999994;19159.989292799994;19159.989063999994;19159.989063999994;19159.996167999994;19159.989063999994;19159.988835199994;19159.989292799994;19159.989063999994;19159.985876799994;19159.989766399995;19159.989766399995;19159.989537599995;19159.989537599995;19159.989766399995;19159.989766399995;
5.106666666666608;19160.0;19159.989192799992;19159.98553199999;19159.988963999993;19159.988963999993;19159.988963999993;19159.989192799992;19159.988963999993;19159.988963999993;19159.988963999993;19159.988963999993;19159.988735199993;19159.989192799992;19159.988963999993;19159.985776799993;19159.989666399993;19159.989666399993;19159.989437599994;19159.989437599994;19159.989666399993;19159.989666399993;
5.206666666666606;19160.0;19159.989192799992;19159.98553199999;19159.988963999993;19159.988963999993;19159.988963999993;19159.989192799992;19159.988963999993;19159.988963999993;19159.988963999993;19159.988963999993;19159.988735199993;19159.989192799992;19159.988963999993;19159.985776799993;19159.989666399993;19159.989666399993;19159.989437599994;19159.989437599994;19159.989666399993;19159.989666399993;
5.306666666666604;19160.0;19159.989192799992;19159.98553199999;19159.988963999993;19159.988963999993;19159.988963999993;19159.989192799992;19159.988963999993;19159.988963999993;19159.988963999993;19159.988963999993;19159.988735199993;19159.989192799992;19159.988963999993;19159.985776799993;19159.989666399993;19159.989666399993;19159.989437599994;19159.989437599994;19159.989666399993;19159.989666399993;
5.4066666666666015;19160.0;19159.989192799992;19159.98553199999;19159.988963999993;19159.988963999993;19159.988963999993;19159.989192799992;19159.988963999993;19159.988963999993;19159.988963999993;19159.988963999993;19159.988735199993;19159.989192799992;19159.988963999993;19159.985776799993;19159.989666399993;19159.989666399993;19159.989437599994;19159.989437599994;19159.989666399993;19159.989666399993;
5.506666666666599;19160.0;19159.989192799992;19159.98553199999;19159.988963999993;19159.988963999993;19159.988963999993;19159.989192799992;19159.988963999993;19159.988963999993;19159.988963999993;19159.988963999993;19159.988735199993;19159.989192799992;19159.988963999993;19159.985776799993;19159.989666399993;19159.989666399993;19159.989437599994;19159.989437599994;19159.989666399993;19159.989666399993;
5.606666666666597;19160.0;19159.989192799992;19159.98553199999;19159.988963999993;19159.988963999993;19159.988963999993;19159.989192799992;19159.988963999993;19159.988963999993;19159.988963999993;19159.988963999993;19159.988735199993;19159.989192799992;19159.988963999993;19159.985776799993;19159.989666399993;19159.989666399993;19159.989437599994;19159.989437599994;19159.989666399993;19159.989666399993;
5.706666666666595;19160.0;19159.989192799992;19159.98553199999;19159.988963999993;19159.988963999993;19159.988963999993;19159.989192799992;19159.988963999993;19159.988963999993;19159.988963999993;19159.988963999993;19159.988735199993;19159.989192799992;19159.988963999993;19159.985776799993;19159.989666399993;19159.989666399993;19159.989437599994;19159.989437599994;19159.989666399993;19159.989666399993;
5.806666666666593;19160.0;19159.989192799992;19159.98553199999;19159.988963999993;19159.988963999993;19159.988963999993;19159.989192799992;19159.988963999993;19159.988963999993;19159.988963999993;19159.988963999993;19159.988735199993;19159.989192799992;19159.988963999993;19159.985776799993;19159.989666399993;19159.989666399993;19159.989437599994;19159.989437599994;19159.989666399993;19159.989666399993;
5.906666666666591;19160.0;19159.989192799992;19159.98553199999;19159.988963999993;19159.988963999993;19159.988963999993;19159.989192799992;19159.988963999993;19159.988963999993;19159.988963999993;19159.988963999993;19159.988735199993;19159.989192799992;19159.988963999993;19159.985776799993;19159.989666399993;19159.989666399993;19159.989437599994;19159.989437599994;19159.989666399993;19159.989666399993;
6.000000000000003;19160.0;19159.989192799992;19159.98553199999;19159.988963999993;19159.988963999993;19159.988963999993;19159.989192799992;19159.988963999993;19159.988963999993;19159.988963999993;19159.988963999993;19159.988735199993;19159.989192799992;19159.988963999993;19159.985776799993;19159.989666399993;19159.989666399993;19159.989437599994;19159.989437599994;19159.989666399993;19159.989666399993;
6.106666666666586;19160.0;19159.98909279999;19159.98543199999;19159.96565759999;19159.98886399999;19159.98886399999;19159.964939199992;19159.98886399999;19159.98886399999;19159.98886399999;19159.964710399992;19159.964481599993;19159.98909279999;19159.98886399999;19159.98567679999;19159.989566399992;19159.989566399992;19159.965183999993;19159.989337599993;19159.965412799993;19159.989566399992;
6.205555999999913;19160.0;19159.98909279999;19159.97376319999;19159.96565759999;19159.98886399999;19159.98886399999;19159.964939199992;19159.98886399999;19159.98886399999;19159.98886399999;19159.953499199994;19159.95281279999;19159.98909279999;19159.98886399999;19159.98567679999;19159.989566399992;19159.989566399992;19159.95351519999;19159.989337599993;19159.965412799993;19159.97789759999;
6.3055559999999105;19160.0;19159.98909279999;19159.97376319999;19159.96565759999;19159.98886399999;19159.98886399999;19159.964939199992;19159.98886399999;19159.98886399999;19159.98886399999;19159.953499199994;19159.95281279999;19159.98909279999;19159.98886399999;19159.98567679999;19159.989566399992;19159.989566399992;19159.95351519999;19159.989337599993;19159.965412799993;19159.97789759999;
6.405555999999908;19160.0;19159.98909279999;19159.97376319999;19159.96565759999;19159.98886399999;19159.98886399999;19159.964939199992;19159.98886399999;19159.98886399999;19159.98886399999;19159.953499199994;19159.95281279999;19159.98909279999;19159.98886399999;19159.98567679999;19159.989566399992;19159.989566399992;19159.95351519999;19159.989337599993;19159.965412799993;19159.97789759999;
6.505555999999906;19160.0;19159.98909279999;19159.97376319999;19159.96565759999;19159.98886399999;19159.98886399999;19159.964939199992;19159.98886399999;19159.98886399999;19159.98886399999;19159.953499199994;19159.95281279999;19159.98909279999;19159.98886399999;19159.98567679999;19159.989566399992;19159.989566399992;19159.95351519999;19159.989337599993;19159.965412799993;19159.97789759999;
6.605555999999904;19160.0;19159.98909279999;19159.97376319999;19159.96565759999;19159.98886399999;19159.98886399999;19159.964939199992;19159.98886399999;19159.98886399999;19159.98886399999;19159.953499199994;19159.95281279999;19159.98909279999;19159.98886399999;19159.98567679999;19159.989566399992;19159.989566399992;19159.95351519999;19159.989337599993;19159.965412799993;19159.97789759999;
6.705555999999902;19160.0;19159.98909279999;19159.97376319999;19159.96565759999;19159.98886399999;19159.98886399999;19159.964939199992;19159.98886399999;19159.98886399999;19159.98886399999;19159.953499199994;19159.95281279999;19159.98909279999;19159.98886399999;19159.98567679999;19159.989566399992;19159.989566399992;19159.95351519999;19159.989337599993;19159.965412799993;19159.97789759999;
6.8055559999999;19160.0;19159.98909279999;19159.97376319999;19159.96565759999;19159.98886399999;19159.98886399999;19159.964939199992;19159.98886399999;19159.98886399999;19159.98886399999;19159.953499199994;19159.95281279999;19159.98909279999;19159.98886399999;19159.98567679999;19159.989566399992;19159.989566399992;19159.95351519999;19159.989337599993;19159.965412799993;19159.97789759999;
6.905555999999898;19160.0;19159.98909279999;19159.97376319999;19159.96565759999;19159.98886399999;19159.98886399999;19159.964939199992;19159.98886399999;19159.98886399999;19159.98886399999;19159.953499199994;19159.95281279999;19159.98909279999;19159.98886399999;19159.98567679999;19159.989566399992;19159.989566399992;19159.95351519999;19159.989337599993;19159.965412799993;19159.97789759999;
7.0055559999998955;19160.0;19159.98909279999;19159.97376319999;19159.96565759999;19159.98886399999;19159.98886399999;19159.964939199992;19159.98886399999;19159.98886399999;19159.98886399999;19159.953499199994;19159.95281279999;19159.98909279999;19159.98886399999;19159.98567679999;19159.989566399992;19159.989566399992;19159.95351519999;19159.989337599993;19159.965412799993;19159.97789759999;
7.10525066666656;19160.0;19159.98899279999;19159.94950959999;19159.94235119999;19159.98876399999;19159.98876399999;19159.94068559999;19159.98876399999;19159.98876399999;19159.98876399999;19159.906039199992;19159.90440559999;19159.98899279999;19159.98876399999;19159.98557679999;19159.98946639999;19159.98946639999;19159.90510799999;19159.98923759999;19159.941159199992;19159.95364399999;
7.205555999999892;19160.0;19159.98899279999;19159.926171999985;19159.94235119999;19159.98876399999;19159.98876399999;19159.94068559999;19159.98876399999;19159.98876399999;19159.98876399999;19159.894827999993;19159.88152559999;19159.98899279999;19159.98876399999;19159.98557679999;19159.98946639999;19159.98946639999;19159.89343919999;19159.97756879999;19159.941159199992;19159.94197519999;
7.30555599999989;19160.0;19159.98899279999;19159.926171999985;19159.94235119999;19159.98876399999;19159.98876399999;19159.94068559999;19159.98876399999;19159.98876399999;19159.98876399999;19159.894827999993;19159.88152559999;19159.98899279999;19159.98876399999;19159.98557679999;19159.98946639999;19159.98946639999;19159.89343919999;19159.97756879999;19159.941159199992;19159.94197519999;
7.405555999999888;19160.0;19159.98899279999;19159.926171999985;19159.94235119999;19159.98876399999;19159.98876399999;19159.94068559999;19159.98876399999;19159.98876399999;19159.98876399999;19159.894827999993;19159.88152559999;19159.98899279999;19159.98876399999;19159.98557679999;19159.98946639999;19159.98946639999;19159.89343919999;19159.97756879999;19159.941159199992;19159.94197519999;
7.505555999999886;19160.0;19159.98899279999;19159.926171999985;19159.94235119999;19159.98876399999;19159.98876399999;19159.94068559999;19159.98876399999;19159.98876399999;19159.98876399999;19159.894827999993;19159.88152559999;19159.98899279999;19159.98876399999;19159.98557679999;19159.98946639999;19159.98946639999;19159.89343919999;19159.97756879999;19159.941159199992;19159.94197519999;
7.605555999999884;19160.0;19159.98899279999;19159.926171999985;19159.94235119999;19159.98876399999;19159.98876399999;19159.94068559999;19159.98876399999;19159.98876399999;19159.98876399999;19159.894827999993;19159.88152559999;19159.98899279999;19159.98876399999;19159.98557679999;19159.98946639999;19159.98946639999;19159.89343919999;19159.97756879999;19159.941159199992;19159.94197519999;
7.7055559999998815;19160.0;19159.98899279999;19159.926171999985;19159.94235119999;19159.98876399999;19159.98876399999;19159.94068559999;19159.98876399999;19159.98876399999;19159.98876399999;19159.894827999993;19159.88152559999;19159.98899279999;19159.98876399999;19159.98557679999;19159.98946639999;19159.98946639999;19159.89343919999;19159.97756879999;19159.941159199992;19159.94197519999;
7.805555999999879;19160.0;19159.98899279999;19159.926171999985;19159.94235119999;19159.98876399999;19159.98876399999;19159.94068559999;19159.98876399999;19159.98876399999;19159.98876399999;19159.894827999993;19159.88152559999;19159.98899279999;19159.98876399999;19159.98557679999;19159.98946639999;19159.98946639999;19159.89343919999;19159.97756879999;19159.941159199992;19159.94197519999;
7.905555999999877;19160.0;19159.98899279999;19159.926171999985;19159.94235119999;19159.98876399999;19159.98876399999;19159.94068559999;19159.98876399999;19159.98876399999;19159.98876399999;19159.894827999993;19159.88152559999;19159.98899279999;19159.98876399999;19159.98557679999;19159.98946639999;19159.98946639999;19159.89343919999;19159.97756879999;19159.941159199992;19159.94197519999;
8.005555999999876;19160.0;19159.98899279999;19159.926171999985;19159.94235119999;19159.98876399999;19159.98876399999;19159.94068559999;19159.98876399999;19159.98876399999;19159.98876399999;19159.894827999993;19159.88152559999;19159.98899279999;19159.98876399999;19159.98557679999;19159.98946639999;19159.98946639999;19159.89343919999;19159.97756879999;19159.941159199992;19159.94197519999;
8.105250666666539;19160.0;19159.98899279999;19159.901918399984;19159.919044799986;19159.98876399999;19159.98866399999;19159.94068559999;19159.98866399999;19159.98876399999;19159.98866399999;19159.84736799999;19159.83311839999;19159.98899279999;19159.98866399999;19159.98547679999;19159.98936639999;19159.98936639999;19159.84503199999;19159.97756879999;19159.916905599992;19159.917721599988;
8.205555999999868;19160.0;19159.98889279999;19159.87858079998;19159.919044799986;19159.98866399999;19159.98866399999;19159.91643199999;19159.98866399999;19159.98866399999;19159.98866399999;19159.836156799993;19159.81023839999;19159.98889279999;19159.976995199988;19159.98547679999;19159.98936639999;19159.98936639999;19159.83336319999;19159.941646399988;19159.916905599992;19159.906052799986;
8.305555999999866;19160.0;19159.98889279999;19159.87858079998;19159.919044799986;19159.98866399999;19159.98866399999;19159.91643199999;19159.98866399999;19159.98866399999;19159.98866399999;19159.836156799993;19159.81023839999;19159.98889279999;19159.976995199988;19159.98547679999;19159.98936639999;19159.98936639999;19159.83336319999;19159.941646399988;19159.916905599992;19159.906052799986;
